Id,title,description,link,price,brand,condition,image_link,gtin,shipping,product_type,google_product_category,color,size,mpn,"age group",gender,availability,c:druse:boolean,item_group_id
EMOLC00003L1160,"Talun Lounge Chair (Gail)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-gail.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-lounge-chair-gail-1.jpg,,,simple,,Grey,,,,,1,,
EMOLC00003L1301,"Talun Lounge Chair (Natural White)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-natural-white.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-lounge-chair-natural-1.jpg,,,simple,,White,,,,,1,,
EMOLC00003L1305,"Talun Lounge Chair (Earth)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-earth.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-1.jpg,,,simple,,Brown,,,,,1,,
EMOLC00003L1303,"Talun Lounge Chair (Vanilla)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-vanilla.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-lounge-chair-vanilla-1.jpg,,,simple,,Khaki,,,,,1,,
EMOLC00003L1306,"Talun Lounge Chair (Croco)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-croco.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-lounge-chair-crocco-1.jpg,,,simple,,Brown,,,,,1,,
EMOLC00003L1309,"Talun Lounge Chair (Tuxedo)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-tuxedo.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-lounge-chair-tuxedo-1.jpg,,,simple,,Black,,,,,1,,
EMOLC00003L1310,"Talun Lounge Chair (Chilly)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-chilly.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-lounge-chair-chilly-1.jpg,,,simple,,Red,,,,,1,,
EMOLC00003L1311,"Talun Lounge Chair (Basil)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-basil.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-lounge-chair-basil-1.jpg,,,simple,,Green,,,,,1,,
EMOLC00003L1312,"Talun Lounge Chair (Ocean)","<p>Membaca buku atau menonton film sambil duduk di atas <strong>Talun Lounge Chair</strong> dapat menjadi pilihan dalam menikmati waktu senggang. Dudukannya kami desain khusus berukuran lebar untuk membuat Anda betah duduk berlama-lama.  Jangan lupakan pula bentuk sandarannya yang melengkung indah dan ditopang oleh solidwood yang kuat. Membawa pulang <strong>Talun Lounge Chair</strong> berarti menambah kenyamanan di dalam hunian Anda. </p>",http://fabelio.com/talun-lounge-chair-ocean.html,1699000,,,http://fabelio.com/media/catalog/product/t/a/talun-lounge-chair-ocean-1.jpg,,,simple,,Blue,,,,,1,,
EMOCE00803,"Orwell Credenza","Atur barang-barang Anda supaya lebih tertata rapi dengan <strong>Orwell Credenza</strong>. Dengan bentuknya yang lebar dan berdesain minimalis, <strong>Orwell Credenza</strong> bisa menjadi pemanis di rumah Anda. <strong>Orwell Credenza</strong> dapat berfungsi sebagai rak untuk hiasan-hiasan buatan si kecil, ataupun menjadi meja yang melengkapi televisi Anda. Terbuat dari kayu lapis dengan finishing veneer jati dan sungkai, Orwell menjadi pilihan terbaik Anda untuk rumah yang istimewa.",http://fabelio.com/orwell-credenza.html,4199000,,,http://fabelio.com/media/catalog/product/o/r/orwell-2.jpg,,,simple,,Brown,,,,,1,,
EMODC00503L1160,"Tahulu Dining Chair (Gail)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-gail.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-dining-chair-gail-2.jpg,,,simple,,Grey,,,,,1,,
EMODC00503L1301,"Tahulu Dining Chair (Natural White)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-natural-white.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-dining-chair-natural-2.jpg,,,simple,,White,,,,,1,,
EMODC00503L1305,"Tahulu Dining Chair (Earth)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-earth.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-earth-1.jpg,,,simple,,Khaki,,,,,1,,
EMODC00503L1303,"Tahulu Dining Chair (Vanilla)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-vanilla.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-dining-chair-vanilla-2.jpg,,,simple,,Beige,,,,,1,,
EMODC00503L1306,"Tahulu Dining Chair (Croco)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-croco.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-dining-chair-crocco-.jpg,,,simple,,Brown,,,,,1,,
EMODC00503L1309,"Tahulu Dining Chair (Tuxedo)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-tuxedo.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-dining-chair-tuxedo-2.jpg,,,simple,,Black,,,,,1,,
EMODC00503L1310,"Tahulu Dining Chair (Chilly)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-chilly.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-dining-chair-chilly-2.jpg,,,simple,,Red,,,,,1,,
EMODC00503L1311,"Tahulu Dining Chair (Basil)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-basil.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-dining-chair-basil-2.jpg,,,simple,,Blue,,,,,1,,
EMOLC00004L1,"Boto Lounge Chair","<p>Butuh kursi yang pas untuk bersantai sambil mengerjakan hal yang Anda sukai di laptop kesayangan? Pastikan <strong>Boto Lounge Chair</strong> menjadi pilihan yang Anda tuju. Ringan dan ringkas karena terbuat dari kayu jati dan besi solid, Anda pasti langsung jatuh cinta dengan kursi serba guna satu ini.</p>",http://fabelio.com/boto-lounge-chair.html,1299000,,,http://fabelio.com/media/catalog/product/b/o/botolounge_main.jpg,,,simple,,Brown,,,,,1,,
EMOST00408,"Bedford Side Table","<p>Terkadang Anda membutuhkan sesuatu yang unik untuk menambah keceriaan di rumah Anda, salah satunya adalah <strong>Bedford</strong>. Meja berbentuk huruf “C” ini dapat berfungsi ganda sebagai hiasan, maupun meja yang dapat Anda gunakan untuk menaruh barang-barang milik Anda. Keseluruhan tubuhnya yang terbuat dari kayu lapis dengan veneer oak akan menjadikan<strong> Bedford Side Table</strong> sebagai primadona di ruang tamu Anda.</p>",http://fabelio.com/bedford-side-table.html,1499000,,,http://fabelio.com/media/catalog/product/b/e/bedford-side-table-2.jpg,,,simple,,Brown,,,,,1,,
EMOCT00305,"Bourbon Coffee Table","<p>Jika Anda memiliki ruang tamu yang mungil namun membutuhkan meja yang proporsional, maka <strong>Bourbon Coffee Table</strong> adalah opsi yang tepat untuk Anda. Dengan luas permukaan yang lebar, <strong>Bourbon Coffee Table</strong> terbuat dari kayu lapis dengan veneer jati dan kayu jati solid. Anda bisa memanfaatkannya sebagai meja untuk menyuguhkan camilan kepada tamu, atau juga si kecil bisa pula menggunakannya sebagai meja untuknya menggambar.</p>",http://fabelio.com/bourbon-coffee-table.html,2099000,,,http://fabelio.com/media/catalog/product/b/o/bourbon-coffee-table-1.jpg,,,simple,,Brown,,,,,1,,
EMOCT00306,"Moccha Coffee Table","<p>Butuh meja yang dapat Anda letakkan di teras depan untuk memberi kesan modern pada rumah Anda saat tamu melihatnya pertama kali? <strong>Moccha Coffee Table</strong> adalah jawabannya. Buat tamu Anda terkesan dengan paduan kayu lapis dan kayu jati serta sungkai solid yang elegan dan minimalis sehingga mereka akan selalu ingin kembali berkunjung ke rumah Anda.<p>
",http://fabelio.com/moccha-coffee-table.html,1799000,,,http://fabelio.com/media/catalog/product/m/o/moccha-coffee-table-2.jpg,,,simple,,Brown,,,,,1,,
EMOST00407,"Keylime Side Table","<p>Meja kecil unik yang satu ini menggabungkan dua unsur sekaligus, modern dari kerangka stainless steel serta klasik dari permukaan kayu jati solid. <strong>Keylime Side Table</strong> dapat diletakkan di samping sofa, ataupun di samping tempat tidur Anda untuk menaruh lampu meja yang dapat membuat suasana tidur menjadi lebih tenang.</p>",http://fabelio.com/keylime-side-table.html,999000,,,http://fabelio.com/media/catalog/product/k/e/keylime-side-table.jpg,,,simple,,Brown,,,,,1,,
EMOST00404,"Banoffee Side Table","<p>Jadikan ruang tamu Anda lebih berwarna dengan <strong>Banoffee Side Table</strong>. Karena dirancang dengan dua tingkat, Anda bisa menaruh majalah favorit Anda di bagian bawah dan menaruh vas bunga di bagian atas untuk mempercantik suasana. Terbuat dari kayu lapis dan besi solid, ucapkan selamat datang kepada <strong>Banoffee Side Table</strong>, pemanis ruangan Anda.</p>

",http://fabelio.com/banoffee-side-table.html,699000,,,http://fabelio.com/media/catalog/product/b/a/banoffee-side-table-3.jpg,,,simple,,Brown,,,,,1,,
EMOLC00005L1160,"Boto Lounge Chair with Cushion (Gail)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-gail.html,1599000,,,http://fabelio.com/media/catalog/product/b/o/boto-lounge-chair-gail-1.jpg,,,simple,,Grey,,,,,1,,
EMOLC00005L1301,"Boto Lounge Chair with cushion (Natural White)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-natural-white.html,1599000,,,http://fabelio.com/media/catalog/product/b/o/boto-lounge-chair-white-1.jpg,,,simple,,White,,,,,1,,
EMOLC00005L1305,"Boto Lounge Chair with cushion (Earth)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-earth.html,1599000,,,http://fabelio.com/media/catalog/product/i/m/img-na-450_1.jpg,,,simple,,Khaki,,,,,1,,
EMOLC00005L1303,"Boto Lounge Chair with cushion (Vanilla)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-vanilla.html,1599000,,,http://fabelio.com/media/catalog/product/i/m/img-na-450_1.jpg,,,simple,,Beige,,,,,1,,
EMOLC00005L1306,"Boto Lounge Chair with cushion (Croco)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-croco.html,1599000,,,http://fabelio.com/media/catalog/product/b/o/boto-lounge-chair-crocco-1.jpg,,,simple,,Brown,,,,,1,,
EMOLC00005L1309,"Boto Lounge Chair with cushion (Tuxedo)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-tuxedo.html,1599000,,,http://fabelio.com/media/catalog/product/b/o/boto-lounge-chair-tuxedo-1.jpg,,,simple,,Black,,,,,1,,
EMOLC00005L1310,"Boto Lounge Chair with cushion (Chilly)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-chilly.html,1599000,,,http://fabelio.com/media/catalog/product/b/o/boto-lounge-chair-chilly-1.jpg,,,simple,,Red,,,,,1,,
EMOLC00005L1311,"Boto Lounge Chair with cushion (Basil)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-basil.html,1599000,,,http://fabelio.com/media/catalog/product/b/o/boto-lounge-chair-basil-1.jpg,,,simple,,Green,,,,,1,,
EMOLC00005L1312,"Boto Lounge Chair with cushion (Ocean)","<p>Saudara kembar dari <strong>Boto</strong> yang satu ini akan memberikan kenyamanan lebih kepada Anda dan siapapun yang menggunakannya. Dengan tambahan outdoor foam yang lebih elegan, tanpa mengurangi keringkasannya, seluruh pekerjaan Anda tentunya akan lebih menyenangkan untuk dikerjakan saat duduk di atasnya.</p>",http://fabelio.com/boto-lounge-chair-with-cushion-ocean.html,1599000,,,http://fabelio.com/media/catalog/product/b/o/boto-lounge-chair-ocean-1.jpg,,,simple,,Blue,,,,,1,,
EMOST00401,"Ceylon Side Table","<p>Hadirkan suasana baru di hunian Anda dengan <strong>Ceylon Side Table</strong>. Keseluruhan bagian meja terbuat dari kayu jati solid. Bentuk permukaannya yang bundar menjadi tempat yang tepat untuk meletakkan vas bunga, pajangan, hingga toples camilan. Desain kakinya yang bundar juga menghadirkan keunikan tersendiri. Letakkan <strong>Ceylon Side Table</strong> di samping sofa kesayangan Anda dan biarkan kesan alami dan hangat terpancar di rumah Anda. </p>",http://fabelio.com/ceylon-side-table.html,1080000,,,http://fabelio.com/media/catalog/product/c/e/ceylon-side-table-1.jpg,,,simple,,Brown,,,,,1,,
EMOST00406,"Tres Side Table","<p>Anda mencari meja yang dapat menjadi pusat perhatian di seluruh dekorasi ruangan? Janga ragu untuk membawa pulang <strong>Tres Side Table</strong>. Desain meja bundar bertingkat tidak akan Anda temui di produk lain yang sejenis. Dua buah bidang bundar memungkinkan Anda menghemat ruang dan memajang lebih banyak barang. Jangan khawatir dengan kekokohannya karena meja ini ditopang oleh besi kokoh bercat hitam dan dilengkapi kaki kayu di bagian dasarnya. Dilengkapi dengan tuas pegangan di bagian atas, membuat meja ini mudah untuk diangkat dan dipindahkan sesuai kebutuhan Anda. </p>
",http://fabelio.com/tres-side-table.html,729000,,,http://fabelio.com/media/catalog/product/t/r/tres-1_1.jpg,,,simple,,Brown,,,,,1,,
EMOSO00201,"Senori Stool","<p><strong>Senori Stool</strong> merupakan bangku bundar berbahan solidwood yang ditopang oleh besi berlapis powder coat berwarna hitam. Bangku ini dapat melengkapi dekorasi indoor maupun outdoor hunian Anda. Dipadukan dengan coffee table, <strong>Senori Stool</strong> dapat mempercantik teras rumah Anda. Selain itu, Anda juga dapat meletakkan <strong>Senori Stool</strong> di kafe Anda untuk menarik lebih banyak pengunjung.</p> ",http://fabelio.com/senori-stool.html,499000,,,http://fabelio.com/media/catalog/product/s/e/senori-stool-2.jpg,,,simple,,Grey,,,,,1,,
PRIBD00601SBV,"Neru Single Bed (Veneer)","<p>Desain minimalis yang tercermin dari tempat tidur <strong>Neru</strong> tetap memberikan waktu tidur yang maksimal bagi Anda. Tempat tidur ini terbuat dari kayu Oak dengan lapisan veneer yang ringan namun tetap kokoh. Di bagian kepalanya diberi aksen ukiran sederhana yang memperkuat kesan minimalis. Sementara itu, kerangka tempat tidurnya didesain lebih lebar dari kasur Anda untuk menjamin kasur Anda tidak bergeser. Tempat tidur ini juga memiliki ketinggian yang rendah sehingga aman untuk Anda yang memiliki buah hati yang masih balita.</p>",http://fabelio.com/neru-single-bed-veneer.html,4999000,,,http://fabelio.com/media/catalog/product/b/e/beds-single-61.jpg,,,simple,,Brown,,,,,1,,
PRIBD00601DBV,"Neru Double Bed (Veneer)","<p>Desain minimalis yang tercermin dari tempat tidur <strong>Neru</strong> tetap memberikan waktu tidur yang maksimal bagi Anda. Tempat tidur ini terbuat dari kayu Oak dengan lapisan veneer yang ringan namun tetap kokoh. Di bagian kepalanya diberi aksen ukiran sederhana yang memperkuat kesan minimalis. Sementara itu, kerangka tempat tidurnya didesain lebih lebar dari kasur Anda untuk menjamin kasur Anda tidak bergeser. Tempat tidur ini juga memiliki ketinggian yang rendah sehingga aman untuk Anda yang memiliki buah hati yang masih balita.</p>",http://fabelio.com/neru-double-bed-veneer.html,5599000,,,http://fabelio.com/media/catalog/product/b/e/beds-45.jpg,,,simple,,Brown,,,,,1,,
PRIBD00601QBV,"Neru Queen Bed (Veneer)","<p>Desain minimalis yang tercermin dari tempat tidur <strong>Neru</strong> tetap memberikan waktu tidur yang maksimal bagi Anda. Tempat tidur ini terbuat dari kayu Oak dengan lapisan veneer yang ringan namun tetap kokoh. Di bagian kepalanya diberi aksen ukiran sederhana yang memperkuat kesan minimalis. Sementara itu, kerangka tempat tidurnya didesain lebih lebar dari kasur Anda untuk menjamin kasur Anda tidak bergeser. Tempat tidur ini juga memiliki ketinggian yang rendah sehingga aman untuk Anda yang memiliki buah hati yang masih balita.</p>",http://fabelio.com/neru-queen-bed-veneer.html,6399000,,,http://fabelio.com/media/catalog/product/b/e/beds-45_1.jpg,,,simple,,Brown,,,,,1,,
PRIBD00601KBV,"Neru King Bed (Veneer)","<p>Desain minimalis yang tercermin dari tempat tidur <strong>Neru</strong> tetap memberikan waktu tidur yang maksimal bagi Anda. Tempat tidur ini terbuat dari kayu Oak dengan lapisan veneer yang ringan namun tetap kokoh. Di bagian kepalanya diberi aksen ukiran sederhana yang memperkuat kesan minimalis. Sementara itu, kerangka tempat tidurnya didesain lebih lebar dari kasur Anda untuk menjamin kasur Anda tidak bergeser. Tempat tidur ini juga memiliki ketinggian yang rendah sehingga aman untuk Anda yang memiliki buah hati yang masih balita.</p>",http://fabelio.com/neru-king-bed-veneer.html,7799000,,,http://fabelio.com/media/catalog/product/b/e/beds-45_2.jpg,,,simple,,Brown,,,,,1,,
EMODC00503L1312,"Tahulu Dining Chair (Ocean)","<p>Pastikan kenyamanan maksimal saat menyantap hidangan kesukaan Anda dengan <strong>Tahulu Dining Chair</strong>. Melalui bentuknya yang simpel serta bobotnya yang ringan karena terbuat dari solidwood jati, Anda dapat dengan mudah memindah-mindahkannya apabila diperlukan. Busa indoor dengan indoor upholstery di bagian punggung kursi, kenyamanan Anda akan terjamin setiap saat Anda menyantap sajian di depan Anda.</p>",http://fabelio.com/tahulu-dining-chair-ocean.html,1799000,,,http://fabelio.com/media/catalog/product/t/a/tahulu-dining-chair-ocean-2.jpg,,,simple,,Blue,,,,,1,,
PRIBD00602SBV,"Olssen Single Bed (Veneer)","<p>Tempat tidur merupakan elemen paling penting dari kamar tidur Anda, jadi biarkan desain minimalis <strong>Olssen</strong> melengkapinya. <strong>Olssen</strong> dirancang dengan ketinggian yang rendah sehingga aman bagi Anda yang memiliki si kecil yang masih balita. Material tempat tidur <strong>Olssen</strong> terbuat dari kayu oak yang ringan sehingga mudah bagi Anda untuk mengatur letaknya sesuai kebutuhan. Letakkan tempat tidur <strong>Olssen</strong> di kamar Anda dan nikmati tidur yang berkualitas.</p>",http://fabelio.com/olssen-single-bed-veneer.html,5299000,,,http://fabelio.com/media/catalog/product/b/e/beds-single-41.jpg,,,simple,,Brown,,,,,1,,
PRIBD00602DBV,"Olssen Double Bed (Veneer)","<p>Tempat tidur merupakan elemen paling penting dari kamar tidur Anda, jadi biarkan desain minimalis <strong>Olssen</strong> melengkapinya. <strong>Olssen</strong> dirancang dengan ketinggian yang rendah sehingga aman bagi Anda yang memiliki si kecil yang masih balita. Material tempat tidur <strong>Olssen</strong> terbuat dari kayu oak yang ringan sehingga mudah bagi Anda untuk mengatur letaknya sesuai kebutuhan. Letakkan tempat tidur <strong>Olssen</strong> di kamar Anda dan nikmati tidur yang berkualitas.</p>",http://fabelio.com/olssen-double-bed-veneer.html,5899000,,,http://fabelio.com/media/catalog/product/b/e/beds-21.jpg,,,simple,,Brown,,,,,1,,
PRIBD00602QBV,"Olssen Queen Bed (Veneer)","<p>Tempat tidur merupakan elemen paling penting dari kamar tidur Anda, jadi biarkan desain minimalis <strong>Olssen</strong> melengkapinya. <strong>Olssen</strong> dirancang dengan ketinggian yang rendah sehingga aman bagi Anda yang memiliki si kecil yang masih balita. Material tempat tidur <strong>Olssen</strong> terbuat dari kayu oak yang ringan sehingga mudah bagi Anda untuk mengatur letaknya sesuai kebutuhan. Letakkan tempat tidur <strong>Olssen</strong> di kamar Anda dan nikmati tidur yang berkualitas.</p>",http://fabelio.com/olssen-queen-bed-veneer.html,6699000,,,http://fabelio.com/media/catalog/product/b/e/beds-21_1.jpg,,,simple,,Brown,,,,,1,,
